"eventenglishtitle","eventarabictitle","eventarabicorganizername","eventenglishorganizername","eventstartingdate","eventendingdate","introductiondate","locationinarabic","locationinenglish","eventlogo","eventcategory","maplocationlongitude","maplocationlatitude","createddate","typeofevent"
"Budokan Cup Dubai 2022","كأس بودوكان دبي 2022","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","Nabdh Al Emarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk","06/12/2022 00:00:00","06/12/2022 00:00:00","05/17/2022 00:00:00","كلية كينت - ند الشبا بدبي","Kent College - Naad al Shiba DUBIA","/StagingImages/EventsImages/1652720290864.jpeg","","55.35778570000001","25.1249203","05/16/2022 00:00:00","احداث تجارية"
"Budokan Cup Dubai 2022","كأس بودوكان دبي 2022","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","Nabdh Al Emarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk","06/12/2022 00:00:00","06/12/2022 00:00:00","05/17/2022 00:00:00","كلية كينت - ند الشبا بدبي","Kent College - Naad al Shiba DUBIA","/StagingImages/EventsImages/1652720290864.jpeg","","55.35778570000001","25.1249203","05/16/2022 00:00:00","حملات توعية"
"Budokan Cup Dubai 2022","كأس بودوكان دبي 2022","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","Nabdh Al Emarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk","06/12/2022 00:00:00","06/12/2022 00:00:00","05/17/2022 00:00:00","كلية كينت - ند الشبا بدبي","Kent College - Naad al Shiba DUBIA","/StagingImages/EventsImages/1652720290864.jpeg","","55.35778570000001","25.1249203","05/16/2022 00:00:00","الصحة والبيئة"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","آخر"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","إجتماعي"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","أشخاص ذوي الإعاقة"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","الشركات والأحداث"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","الاعمال الخيرية"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","الفنون والثقافة"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","مؤتمر"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","إجتماعي"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","معرض"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","الأسرة والأطفال"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","مهرجان"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","احداث تجارية"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","حملات توعية"
"Exceptional Leader Workshop","ورشة القائد الاستثنائي","فريق نبض الإمارات التطوعي وبالتعاون مع مجالس أحياء دبي ودار همسة سعادة وابتهاج للتدريب"," Nabdhalemarat Volunteer Team is pleased In cooperation with the Dubai Neighborhood Councils And the house of whispering happiness and joy for training","05/30/2022 00:00:00","05/30/2022 00:00:00","05/30/2022 00:00:00","مجلس الراشدية","Al Rashidiya Majlis","/StagingImages/EventsImages/1652869141898.jpeg","","55.3970656","25.2221374","05/18/2022 00:00:00","الصحة والبيئة"
"WELLMAN SUMMER RUN 2022","جري ويلمان الصيفي 2022","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك  وبالتعاون مع فريق رياضة الامارات","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, In cooperation with the UAE sports team","06/19/2022 00:00:00","06/19/2022 00:00:00","07/19/2022 00:00:00","المسار ، ميدان الخليج - دبي","The Track, Meydan Golf","/StagingImages/EventsImages/1652869899386.jpeg","","55.3040564","25.1610418","05/18/2022 00:00:00","آخر"
"WELLMAN SUMMER RUN 2022","جري ويلمان الصيفي 2022","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك  وبالتعاون مع فريق رياضة الامارات","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, In cooperation with the UAE sports team","06/19/2022 00:00:00","06/19/2022 00:00:00","07/19/2022 00:00:00","المسار ، ميدان الخليج - دبي","The Track, Meydan Golf","/StagingImages/EventsImages/1652869899386.jpeg","","55.3040564","25.1610418","05/18/2022 00:00:00","إجتماعي"
"WELLMAN SUMMER RUN 2022","جري ويلمان الصيفي 2022","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك  وبالتعاون مع فريق رياضة الامارات","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, In cooperation with the UAE sports team","06/19/2022 00:00:00","06/19/2022 00:00:00","07/19/2022 00:00:00","المسار ، ميدان الخليج - دبي","The Track, Meydan Golf","/StagingImages/EventsImages/1652869899386.jpeg","","55.3040564","25.1610418","05/18/2022 00:00:00","أشخاص ذوي الإعاقة"
"WELLMAN SUMMER RUN 2022","جري ويلمان الصيفي 2022","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك  وبالتعاون مع فريق رياضة الامارات","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, In cooperation with the UAE sports team","06/19/2022 00:00:00","06/19/2022 00:00:00","07/19/2022 00:00:00","المسار ، ميدان الخليج - دبي","The Track, Meydan Golf","/StagingImages/EventsImages/1652869899386.jpeg","","55.3040564","25.1610418","05/18/2022 00:00:00","الشركات والأحداث"
